Top pages,Clicks,Impressions,CTR,Position
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_35_7e/,28,392,7.14%,7.35
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_1b/,28,392,7.14%,9.15
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m305d_1a2/,28,371,7.55%,4.19
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_575c_8a/,28,371,7.55%,4.71
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v005d_4b2/,28,355,7.89%,4.78
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2110d_4a/,28,345,8.12%,6.31
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600ub_1e/,28,331,8.46%,4.89
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_7e1/,28,317,8.83%,5.98
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpg39k1/,28,299,9.36%,5
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_920db_1b/,28,269,10.41%,4.91
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_s2110_4a/,28,257,10.89%,5.13
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384d_7a/,28,230,12.17%,4.04
https://tempus.ru/catalog/watches/orient/avtomaticheskie/,27,2051,1.32%,7.78
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2200_2a/,27,1323,2.04%,7.44
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_200_9e/,27,1160,2.33%,7.39
https://tempus.ru/catalog/watches/casio/g_shock/casio_gba_900_1a6/,27,873,3.09%,7.39
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005d_1b/,27,762,3.54%,5.46
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91wb_1a/,27,687,3.93%,7.4
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91wg_9q/,27,560,4.82%,6.16
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600bce_1e/,27,545,4.95%,7.06
https://tempus.ru/catalog/watches/casio/oceanus/casio_ocw_s7000_1a/,27,534,5.06%,6.04
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1300wh_1a/,27,505,5.35%,6.46
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_010_1a1/,27,497,5.43%,4.4
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_rs100d_2a/,27,487,5.54%,5.91
https://tempus.ru/catalog/watches/orient/diver/orient_ra_aa0811e/,27,481,5.61%,5.12
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw-5600bbn-1e/,27,439,6.15%,5.36
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1239d_7a/,27,408,6.62%,5.16
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01l_1e/,27,365,7.4%,5.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b145d_7b/,27,338,7.99%,3.89
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302d_1a1/,27,315,8.57%,5.08
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_69_1e/,27,243,11.11%,5.12
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_129d_2a/,27,232,11.64%,5.27
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384d_2a/,27,231,11.69%,6.06
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_940db_1b/,27,228,11.84%,3.82
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_570d_2a/,27,200,13.5%,6.33
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_srpe57k1/,27,171,15.79%,4.77
https://tempus.ru/catalog/watches/vostok/amfibiya/_120811/,27,85,31.76%,4
https://tempus.ru/catalog/watches/orient/zhenskie/,26,3222,0.81%,11.1
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91ws_4e/,26,1720,1.51%,3.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_201_1b/,26,903,2.88%,4.96
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wem_1d/,26,720,3.61%,4.94
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s570d_3a/,26,710,3.66%,6.57
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_v01_9a/,26,709,3.67%,5.51
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007l_9e/,26,654,3.98%,6.24
https://tempus.ru/catalog/watches/casio/g_shock/casio_g_7900_2d/,26,638,4.08%,5.47
https://tempus.ru/faq/,26,550,4.73%,8.77
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302ds_1a/,26,540,4.81%,4.69
https://tempus.ru/blog/evolyutsiya-lineyki-orient-bambino/,26,514,5.06%,7.24
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v001l_7b/,26,460,5.65%,5.53
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_570d_7a/,26,385,6.75%,5.63
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_130we_1a/,26,333,7.81%,4.18
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91wm_7a/,26,333,7.81%,5.12
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_900mdc_1a/,26,319,8.15%,4.59
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpg27k1/,26,313,8.31%,4.72
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_710d_2a/,26,306,8.5%,4.47
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_160d_7a/,26,263,9.89%,4.09
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbm_2100a_8b/,26,242,10.74%,5.41
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snxs73k1/,26,208,12.5%,6.42
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpk89k1/,26,202,12.87%,3.79
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b215l_7a/,26,201,12.94%,4.53
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbm_2100cx_9a/,26,188,13.83%,6.14
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_900pb_1a/,26,180,14.44%,6.38
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_730d_2b/,26,133,19.55%,2.91
https://tempus.ru/catalog/watches/michael_kors/,25,12090,0.21%,10.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_v01_1a/,25,752,3.32%,4.87
https://tempus.ru/catalog/watches/citizen/promaster/,25,709,3.53%,7.84
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aq_s800w_1b/,25,639,3.91%,6.28
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_35y_3/,25,615,4.07%,9.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_218h_3a/,25,578,4.33%,6.03
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230a_2a1/,25,554,4.51%,5.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v002d_2b3/,25,510,4.9%,5.77
https://tempus.ru/catalog/watches/luch/obratnyy_khod/muzhskie/kvartsevye/,25,503,4.97%,7.63
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_527d_2a/,25,480,5.21%,9.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1183e_7a/,25,432,5.79%,5.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1381l_7a/,25,405,6.17%,4.89
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_730d_1a/,25,380,6.58%,5.14
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v006l_1b2/,25,375,6.67%,6.45
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_610dc_1a/,25,373,6.7%,4.32
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v300d_7a/,25,373,6.7%,5.14
https://tempus.ru/catalog/watches/casio/casio_collections/casio_MTP-1314L-7A/,25,359,6.96%,5.48
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2000dc_1a/,25,354,7.06%,4.59
https://tempus.ru/catalog/watches/tissot/pr_100/tissot_t150_417_11_041_00/,25,325,7.69%,6.05
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v004d_7c/,25,306,8.17%,4.94
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmd_b300_1e/,25,293,8.53%,6.17
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s650d_3a/,25,285,8.77%,5.68
https://tempus.ru/catalog/watches/seiko/discover_more/seiko_ssb453p1/,25,277,9.03%,4.99
https://tempus.ru/catalog/watches/orient/diver/orient_ra_tx0201l/,25,272,9.19%,5.22
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539l_5a/,25,267,9.36%,6.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v009d_1e/,25,243,10.29%,4.83
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302d_7a1/,25,234,10.68%,4.74
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302dd_4a1/,25,212,11.79%,4.52
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302sg_7a/,25,185,13.51%,4.02
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600m_1/,25,165,15.15%,4.99
https://tempus.ru/catalog/watches/casio/g_shock/casio_gma_p2100bb_1a/,25,163,15.34%,6.86
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_130we_7a/,25,162,15.43%,4.97
https://tempus.ru/catalog/watches/casio/collection/,24,1462,1.64%,7.08
https://tempus.ru/f/dlya_pary/,24,1370,1.75%,14.36
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_700_1a/,24,860,2.79%,9.53
https://tempus.ru/catalog/watches/tissot/tissot_prx/tissot_t137_410_11_041_00/,24,671,3.58%,5.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01_2e/,24,659,3.64%,4.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_gpr_h1000ry_1a9/,24,606,3.96%,8.48
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_PRG-270-1E/,24,431,5.57%,6.95
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_218hd_1a/,24,419,5.73%,5
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_550p_1a/,24,409,5.87%,5.31
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_110bb_1a/,24,347,6.92%,6.9
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mdv_107d_1a2/,24,329,7.29%,4.95
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd300d_2e/,24,306,7.84%,4.83
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_556l_1a/,24,303,7.92%,6.31
https://tempus.ru/catalog/watches/casio/g_shock/casio_awm_500d_1a/,24,286,8.39%,5.52
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005l_2b5/,24,274,8.76%,5.17
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_b1000_1e/,24,269,8.92%,7.91
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526l_2c/,24,266,9.02%,6.06
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s650dc_1a/,24,252,9.52%,6.25
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539bk_1a/,24,251,9.56%,7.18
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpj83k1/,24,201,11.94%,5.45
https://tempus.ru/catalog/watches/orient/quartz_contemporary/orient_ra_ar0008e/,24,164,14.63%,3.42
https://tempus.ru/catalog/watches/casio/barometr/,23,1532,1.5%,8.79
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91ws_7e/,23,724,3.18%,6.31
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_100_1a2/,23,658,3.5%,6.46
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_10p_1a/,23,618,3.72%,4.97
https://tempus.ru/catalog/watches/casio/casio_radio_controlled/,23,593,3.88%,5.25
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1200wh_1b/,23,584,3.94%,7.02
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1370d_7a2/,23,437,5.26%,5.83
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870da_3a/,23,423,5.44%,5.84
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prw_6900yb_3e/,23,348,6.61%,6.67
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_94wa_9e/,23,338,6.8%,4.24
https://tempus.ru/catalog/watches/Citizen/quartz/citizen_bi5000_87l/,23,327,7.03%,4.91
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_abl_100wepc_1b/,23,322,7.14%,8.78
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b180d_2a/,23,320,7.19%,4.35
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168weuc_1a/,23,286,8.04%,5.4
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_40d_1a/,23,277,8.3%,5.54
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snkl23k1/,23,272,8.46%,10.12
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m306m_8a/,23,271,8.49%,4.09
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_650d_1a/,23,262,8.78%,5.65
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_s5600_1e/,23,251,9.16%,5.51
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_571mdc_1a/,23,232,9.91%,3.77
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpg29k1/,23,218,10.55%,5.58
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_574db_3a/,23,209,11%,4
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_b5000ps_1e/,23,202,11.39%,8.78
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v005d_4b/,23,181,12.71%,4.69
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ac0m03s/,23,177,12.99%,3.73
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_140d_2a/,23,132,17.42%,4.58
https://tempus.ru/blog/kak-gramotno-vybrat-naruchnye-chasy-12-sovetov-ekspertov/,22,2456,0.9%,17.78
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_b5000gd_9e/,22,677,3.25%,6.56
https://tempus.ru/catalog/watches/casio/g_shock/casio_gpr_h1000_9e/,22,650,3.38%,7.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_1e2/,22,603,3.65%,4.39
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aq_800e_7a/,22,449,4.9%,6.07
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0818l/,22,432,5.09%,13.54
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_159wgea_1e/,22,410,5.37%,5.1
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_120we_1a/,22,410,5.37%,6.93
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_s108de_3a/,22,392,5.61%,5.6
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100luu_8a/,22,375,5.87%,4.99
https://tempus.ru/catalog/watches/casio/casio_collections/casio_lf_20w_1a/,22,345,6.38%,6.29
https://tempus.ru/catalog/watches/luch/dot/_78447326/,22,298,7.38%,4.79
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpe51k1/,22,252,8.73%,5.25
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_e735b_7a/,22,237,9.28%,3.49
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600ym_8e/,22,234,9.4%,4.68
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b146g_9a/,22,234,9.4%,5.95
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640d_2b/,22,224,9.82%,4.77
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b146g_3a/,22,223,9.87%,3.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mw_620h_1a/,22,222,9.91%,4.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005d_1b4/,22,222,9.91%,5.76
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_1000ma_7e/,22,177,12.43%,5.66
https://tempus.ru/catalog/watches/citizen/citizen_automatic/citizen_nj0170_83x/,22,146,15.07%,4.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_110tls_8a/,22,120,18.33%,4.2
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_e350b_1b/,22,67,32.84%,8.85
https://tempus.ru/catalog/watches/casio/g_shock/casio_g_9300_1e/,21,951,2.21%,8.09
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbx_100_2a/,21,930,2.26%,8.53
https://tempus.ru/catalog/watches/luch/bolshoy_odnostrelochnik/_77490691/,21,721,2.91%,8.18
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_700_1a/,21,518,4.05%,6.41
https://tempus.ru/catalog/watches/cluse/minuit/,21,466,4.51%,4.98
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_950mp_1a/,21,410,5.12%,6.41
https://tempus.ru/catalog/watches/casio/g_shock/casio_gwg_b1000_3a/,21,371,5.66%,6.29
https://tempus.ru/catalog/watches/casio/g_shock/casio_gwg_100_1a3/,21,345,6.09%,9.26
https://tempus.ru/catalog/watches/casio/g_shock/casio_gr_b300_1a4/,21,335,6.27%,5.39
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_ssk035k1/,21,329,6.38%,4.71
https://tempus.ru/catalog/watches/casio/g_shock/casio_gw_b5600hr_1e/,21,280,7.5%,6.46
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_140_3a/,21,277,7.58%,5.12
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_200_7e/,21,271,7.75%,7.07
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640dc_1a/,21,261,8.05%,4.57
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v001d_7b/,21,252,8.33%,4.94
https://tempus.ru/catalog/watches/tissot/T_SPORT/tissot_t116_617_11_047_01/,21,243,8.64%,4.59
https://tempus.ru/catalog/watches/Citizen/promaster/,21,242,8.68%,7.44
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m307d_3b/,21,239,8.79%,5.4
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600cl_3e/,21,224,9.38%,5.5
https://tempus.ru/catalog/watches/Citizen/Citizen_Tsuyosa/citizen_nj0151_88x/,21,221,9.5%,7.57
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_700wev_7a/,21,185,11.35%,5.61
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1370pl_7a/,21,159,13.21%,6.25
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_1000a_7e/,21,132,15.91%,4.58
https://tempus.ru/catalog/watches/casio/g_shock/casio_gma_p2100sa_1a2/,21,126,16.67%,4.63
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600bb_1e/,20,1298,1.54%,9.06
https://tempus.ru/catalog/watches/orient/kvartsevye/,20,791,2.53%,9.82
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100_7a7/,20,770,2.6%,8.79
https://tempus.ru/catalog/watches/tissot/tissotprx_powermatic_80/tissot_t137_207_11_091_01/,20,766,2.61%,9.75
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230a_7b/,20,595,3.36%,6.68
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_100l_1a/,20,531,3.77%,7.41
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd03b_3a/,20,511,3.91%,6.06
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mw_240_1b/,20,499,4.01%,5.73
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_9052_2v/,20,466,4.29%,5.48
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_h2000_1a9/,20,434,4.61%,7.3
https://tempus.ru/catalog/watches/seiko/prospex_king_turtle/yaponiya/,20,432,4.63%,5.93
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302d_7a2/,20,409,4.89%,5.87
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbd_h2000_2e/,20,406,4.93%,5.89
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_540dc_1c/,20,372,5.38%,9.5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1200whb_3b/,20,368,5.43%,4.72
https://tempus.ru/catalog/watches/casio/g_shock/casio_gma_p2100_2a/,20,346,5.78%,5.04
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1375d_7a2/,20,339,5.9%,6.78
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c100d_2a/,20,333,6.01%,6.98
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_730d_3a/,20,296,6.76%,3.66
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v300d_1a2/,20,295,6.78%,5.06
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_960d_1a/,20,291,6.87%,5.84
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374d_7a2/,20,279,7.17%,6.11
https://tempus.ru/catalog/watches/q_q/attractive/,20,266,7.52%,6.98
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1700h_1b/,20,257,7.78%,4.32
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005d_2b5/,20,253,7.91%,4.87
https://tempus.ru/catalog/watches/casio/g_shock/casio_gst_b400gb_1a9/,20,226,8.85%,5.03
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_115d_2a1/,20,206,9.71%,5.83
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_69_4e/,20,198,10.1%,4.96
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v005l_1b/,20,197,10.15%,4.58
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302da_3a/,20,171,11.7%,3.74
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_b166d_4a/,20,153,13.07%,5.07
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_110d_8a/,20,149,13.42%,3.91
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_960pb_1a/,20,147,13.61%,3.22
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snk355k1/,20,145,13.79%,7.78
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snxf05k1/,20,144,13.89%,6.33
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_s10nis_7a/,20,141,14.18%,7.87
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_140d_3a/,20,134,14.93%,4.22
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_7c/,20,129,15.5%,3.49
https://tempus.ru/catalog/watches/tissot/tissot_prx/tissot_t137_210_11_351_00/,19,1222,1.55%,9.87
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870a_2a/,19,506,3.75%,6.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aw_80d_1a/,19,467,4.07%,4.9
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100_1a2/,19,427,4.45%,6.81
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v004d_2b/,19,419,4.53%,4.42
https://tempus.ru/catalog/watches/casio/casio_radio_controlled/casio_wv_200r_1a/,19,379,5.01%,7.8
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aeq_120w_1a/,19,378,5.03%,6.55
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0004e/,19,356,5.34%,5.99
https://tempus.ru/catalog/watches/casio/g_shock/casio_G-7900-1E/,19,354,5.37%,5.05
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_1c/,19,353,5.38%,5.68
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1100w_1a/,19,348,5.46%,6.3
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mwa_100hd_1a/,19,298,6.38%,4.4
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340b_3e/,19,288,6.6%,5.66
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpk29k1/,19,278,6.83%,5.84
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v004d_1c/,19,266,7.14%,4.32
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_ssk001k1/,19,256,7.42%,4.76
https://tempus.ru/catalog/watches/casio/casio_collections/casio_trn_50ze_1a/,19,239,7.95%,5.65
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b180d_3a/,19,225,8.44%,4.36
https://tempus.ru/catalog/watches/orient/casual/orient_ra_wj0002l/,19,205,9.27%,4
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1303d_4a/,19,202,9.41%,5.07
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_30dc_1a/,19,190,10%,4.85
https://tempus.ru/catalog/watches/citizen/eco_drive/citizen_bm8475_26e/,19,181,10.5%,7.65
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_560d_1a/,19,172,11.05%,5.19
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374d_7a/,19,163,11.66%,4.2
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mts_115d_7a/,19,159,11.95%,4.79
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s630d_1a/,19,152,12.5%,4.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b185b_7a/,19,143,13.29%,3.08
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b185g_9a/,19,129,14.73%,2.43
https://tempus.ru/catalog/watches/george_kini/george_kini_individual/george_kini_gk_ind0001/,19,113,16.81%,8.99
https://tempus.ru/catalog/watches/citizen/citizen_automatic/citizen_nj0191_83e/,19,98,19.39%,4.88
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_100_1a4/,18,1651,1.09%,6
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vt04l_8e/,18,774,2.33%,5.04
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prx_8000t_7a/,18,716,2.51%,4.63
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_b640wd_1a/,18,716,2.51%,4.99
https://tempus.ru/catalog/watches/casio/edifice/casio_ef_316d_1a/,18,634,2.84%,8.78
https://tempus.ru/catalog/watches/casio/g_shock/casio_awg_m100b_1a/,18,529,3.4%,8.41
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b3000dn_1a/,18,521,3.45%,6.02
https://tempus.ru/catalog/watches/citizen/citizen_tsuyosa/,18,495,3.64%,6.34
https://tempus.ru/catalog/watches/orient/m_force/,18,439,4.1%,6.14
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_1000_4b/,18,424,4.25%,6.29
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v002l_1b/,18,415,4.34%,4.83
https://tempus.ru/catalog/watches/casio/raznotsvetnyy/,18,353,5.1%,11.95
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2000dc_1b/,18,339,5.31%,6.93
https://tempus.ru/catalog/watches/casio/edifice/casio_era_110d_1a/,18,337,5.34%,7.93
https://tempus.ru/catalog/watches/kolber/,18,325,5.54%,6.74
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mdv_107d_3a2/,18,315,5.71%,5.89
